DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
kraškega polja,A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|A.3 Hydrological form|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,kraškega polja|površinske vode|živoskalni podlagi|kraški odtok|polju|dno|depresija|obodom|naplavinah,"Natančnejšo opredelitev kraškega polja je podal Gams (1973; 1974; 1978) po sledečih kriterijih (Gams, 1978; cv: Ford, Williams, 2007; Gams, 1973: Gams, 1974): uravnano, tudi terasirano dno v živoskalni podlagi oziroma v nesortiranih naplavinah; jasno zaokrožena depresija s strmo vzpenjajočim se obodom vsaj na eni strani polja; kraški odtok; površinske vode na polju ponikajo.",,,v nesortiranih naplavinah|v živoskalni podlagi,,,je podal|opredelitev,depresija,,,"zaokrožena depresija s strmo vzpenjajočim se obodom|uravnano , tudi terasirano dno",kraški odtok ; površinske vode na polju ponikajo,vsaj na eni strani polja,,,,,,,,,,v|v,,,,ponikajo,vsaj na,,,,,,,
kraška polja,A.1 Surface landform|C. Geome|D.1 Abiotic|D.1 Abiotic,kraška polja|krasu|depresije|otoke,"Novejša definicija kraška polja opredeljuje kot večje, jasno zaokrožene, uravnane depresije s posebnimi pritočnimi in odtočnimi značilnostmi oziroma kot otoke fluvialnega reliefa v krasu.",,,,,,oziroma kot|opredeljuje kot,depresije,,,uravnane depresije s posebnimi pritočnimi in odtočnimi značilnostmi|otoke fluvialnega reliefa|jasno zaokrožene,,v krasu,,,večje,,,,,,,,,,,,v,,,,,,,
inicialne strukture,D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|B.1 Movement|D.1 Abiotic|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|B. Process|D.1 Abiotic|D.1 Abiotic,Geološke strukture|narivne strukture|kraške votline|medplastovnih zdrsov|inicialne strukture|speleogene strukture|Inicialne strukture|sedimentne teksture|razpoke|lezike|zakrasevanja|špranje|prelomnice,"inicialne strukture - Geološke strukture, ki lahko ob primernih pogojih prerastejo v kraške votline. Inicialne strukture so lezike in druge sedimentne teksture, prelomnice in narivne strukture, razpoke, poškodbe in špranje, nastale kot posledica medplastovnih zdrsov. V primeru večfaznega zakrasevanja tudi podedovane speleogene strukture prejšnjih faz.",,,,,,,Geološke strukture,,nastale kot posledica medplastovnih zdrsov,,,,,ki lahko ob primernih pogojih prerastejo v kraške votline,,,,sedimentne teksture|narivne strukture|lezike|špranje|razpoke|prelomnice,,,nastale kot posledica,,,,,,,,,,prerastejo v,,,
invazijska jama,D.1 Abiotic|A.2 Underground landform|D.3 Property|C. Geome|A.3 Hydrological form|A. Landform|D.3 Property|A.2 Underground landform|A.2 Underground landform|D.1 Abiotic,krajevne deževnice|invazijska jama|profil ključavnice|neprežete cone|požiralnika|podtalnice|gladino|Jama|kaminu|vodotok,"invazijska jama - Jama neprežete cone, kamor visoko nad gladino podtalnice vteka že oblikovan vodotok (ponome jame kontaktnega krasa, odtočne jame ledenikov). Značilen je profil ključavnice. Nasprotje kaminu, ki nastane kot zbiralnik krajevne deževnice. Približno ustreza pojmu požiralnika, ki pa doslej še ni bil tako definiran.",,,,kamor visoko nad gladino podtalnice vteka že oblikovan vodotok,,,Jama,,,Značilen je profil ključavnice,,neprežete cone,,,,,,,,,,,vteka,,Značilen je,,,,,,,,,
požiralnika,D.1 Abiotic|A.2 Underground landform|D.3 Property|C. Geome|A.3 Hydrological form|A. Landform|D.3 Property|A.2 Underground landform|A.2 Underground landform|D.1 Abiotic,krajevne deževnice|invazijska jama|profil ključavnice|neprežete cone|požiralnika|podtalnice|gladino|Jama|kaminu|vodotok,"invazijska jama - Jama neprežete cone, kamor visoko nad gladino podtalnice vteka že oblikovan vodotok (ponome jame kontaktnega krasa, odtočne jame ledenikov). Značilen je profil ključavnice. Nasprotje kaminu, ki nastane kot zbiralnik krajevne deževnice. Približno ustreza pojmu požiralnika, ki pa doslej še ni bil tako definiran.",,,,kamor visoko nad gladino podtalnice vteka že oblikovan vodotok,,,Jama,,,Značilen je profil ključavnice,,neprežete cone,,,,,,,,,,,vteka,,Značilen je,,,,,,,,,
JAMA,A.2 Underground landform|A.2 Underground landform|D.3 Property|C. Geome|D.1 Abiotic,kraško votlino|JAMA|prehodna|krasu|votlina,"JAMA (KRAŠKA) - Vsaka naravna votlina v krasu, prehodna človeku. Po kriterijih katastra JZS naj bi bila vsaj 10 m dolga ali globoka. Če je manjša, mora biti jamarjem pomembna iz drugih razlogov. Ohlapen sinonim za kraško votlino.",,,,,,,votlina,,naravna,,,v krasu,,,naj bi bila vsaj 10 m dolga ali globoka|prehodna človeku,,,kraško votlino,,,,,,,,,v,,,,,globoka|dolga,,
jamski minerali,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|A.2 Underground landform|C. Geome|D.1 Abiotic|D.3 Property|D.1 Abiotic|D.1 Abiotic,minerali netopnega ostanka|kraške minerale|jamski minerali|matične kamnine|kraških votlinah|krasom|avtohtone|alohtone|Minerali|paravtohtone,"jamski minerali - Minerali, ki jih najdemo v kraških votlinah. Po izvoru ločimo: avtohtone, ki nastajajo iz komponent poljubnega izvora v specifično jamskih razmerah (siga kot svojska oblika kalcita, aragonit, opal), paravtohtone ki so presedimentirani iz matične kamnine (minerali netopnega ostanka oz. njihovi reaktanti), in alohtone, ki so zunanjega izvora in lahko s krasom sploh nimajo zveze. Po analogiji s petrografsko klasifikacijo lahko imamo jamske minerale za drugotne kraške minerale.",,,,,,,Minerali,,"alohtone , ki so zunanjega izvora in lahko s krasom sploh nimajo zveze|avtohtone , ki nastajajo iz komponent poljubnega izvora v specifično jamskih razmerah|paravtohtone ki so presedimentirani iz matične kamnine",,,ki jih najdemo v kraških votlinah,,,,,,paravtohtone|avtohtone|alohtone,,,ki nastajajo iz|ki so|izvora,,,,,,v,,,,,,,
jamski splet,A.2 Underground landform|C. Geome|A.2 Underground landform,jamski splet|podzemskega krasa|jamski sistem,"jamski splet - Eden sinonimov za jamski sistem. Izraz sistem, ki ga speleologi uporabljamo v več različnih smislih, v naravoslovju zaradi prodora fizikalne teorije sistemov zgublja prvotno vsebino. Poleg tega uporabljamo sistem pri opisovanju podzemskega krasa v nekoliko različnih, a še vedno preveč podobnih zvezah: (1) kot zapletenejšo jamo; (2) kot skupnost več jam skupnega nastanka, ki jih ne vežejo prehodni rovi; kot skupnost vseh nezveznosti v kamnini, ki "" obratujejo "" kraško; (4) kot sistem v smislu teorije sistemov. V podobnih zvezah kot splet in sistem se uporabljata še izraza sklop in sestav.",,,,,kot skupnost več jam skupnega nastanka,,,,,kot zapletenejšo jamo,"kot skupnost vseh nezveznosti v kamnini , ki "" obratujejo "" kraško",pri opisovanju podzemskega krasa,,,,,,,kot sistem v smislu teorije sistemov,,,,,,,,,,,,,,,
jamski sistem,A.2 Underground landform|C. Geome|A.2 Underground landform,jamski splet|podzemskega krasa|jamski sistem,"jamski splet - Eden sinonimov za jamski sistem. Izraz sistem, ki ga speleologi uporabljamo v več različnih smislih, v naravoslovju zaradi prodora fizikalne teorije sistemov zgublja prvotno vsebino. Poleg tega uporabljamo sistem pri opisovanju podzemskega krasa v nekoliko različnih, a še vedno preveč podobnih zvezah: (1) kot zapletenejšo jamo; (2) kot skupnost več jam skupnega nastanka, ki jih ne vežejo prehodni rovi; kot skupnost vseh nezveznosti v kamnini, ki "" obratujejo "" kraško; (4) kot sistem v smislu teorije sistemov. V podobnih zvezah kot splet in sistem se uporabljata še izraza sklop in sestav.",,,,,kot skupnost več jam skupnega nastanka,,,,,kot zapletenejšo jamo,"kot skupnost vseh nezveznosti v kamnini , ki "" obratujejo "" kraško",pri opisovanju podzemskega krasa,,,,,,,kot sistem v smislu teorije sistemov,,,,,,,,,,,,,,,
Kalcijev karbonat,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B. Process|D.1 Abiotic|B. Process|D.3 Property|D.1 Abiotic|D.1 Abiotic|D.2 Biotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D. Entity/Element/Property,Kalcijev karbonat|aragonitnih ogrodij|kristalnimi ploskvami|sige|Kristali|kalcit|kalcitizacijo|skalenoedrično|apnenca|vode|organizmov|marmorja|apnencu|romboeder|karbonatitov|mineral|kalcit|ditrigonalno,"kalcit - Kalcijev karbonat (CaC03). Kristali ditrigonalno skalenoedrično. Najbolj običajna kristalna oblika je romboeder, sicer pa je kalcit mineral z največ znanimi kristalnimi ploskvami. Kalcit kristali neposredno iz vode, v apnencu nastane tudi s kalcitizacijo aragonitnih ogrodij nekaterih organizmov. Kalcit je osnovna sestavina običajne sige, med kamninami apnenca, delno marmorja in karbonatitov. Laboratorijsko je kinematika raztapljanja kalcita že dobro raziskana, kar pa ne velja za kalcit v naravnih razmerah.",,,"Kalcit je osnovna sestavina običajne sige , med kamninami apnenca , delno marmorja in karbonatitov",mineral z največ znanimi kristalnimi ploskvami,,,,,nastane tudi s kalcitizacijo aragonitnih ogrodij nekaterih organizmov|kristali neposredno iz vode,Najbolj običajna kristalna oblika je romboeder|Kristali ditrigonalno skalenoedrično,,,,,,,,,,,nastane tudi s|neposredno iz,osnovna sestavina,z največ znanimi,,oblika,,,,,,,,,
kalcit,D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B. Process|D.1 Abiotic|B. Process|D.3 Property|D.1 Abiotic|D.1 Abiotic|D.2 Biotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|D. Entity/Element/Property,Kalcijev karbonat|aragonitnih ogrodij|kristalnimi ploskvami|sige|Kristali|kalcit|kalcitizacijo|skalenoedrično|apnenca|vode|organizmov|marmorja|apnencu|romboeder|karbonatitov|mineral|kalcit|ditrigonalno,"kalcit - Kalcijev karbonat (CaC03). Kristali ditrigonalno skalenoedrično. Najbolj običajna kristalna oblika je romboeder, sicer pa je kalcit mineral z največ znanimi kristalnimi ploskvami. Kalcit kristali neposredno iz vode, v apnencu nastane tudi s kalcitizacijo aragonitnih ogrodij nekaterih organizmov. Kalcit je osnovna sestavina običajne sige, med kamninami apnenca, delno marmorja in karbonatitov. Laboratorijsko je kinematika raztapljanja kalcita že dobro raziskana, kar pa ne velja za kalcit v naravnih razmerah.",,,"Kalcit je osnovna sestavina običajne sige , med kamninami apnenca , delno marmorja in karbonatitov",mineral z največ znanimi kristalnimi ploskvami,,,,,nastane tudi s kalcitizacijo aragonitnih ogrodij nekaterih organizmov|kristali neposredno iz vode,Najbolj običajna kristalna oblika je romboeder|Kristali ditrigonalno skalenoedrično,,,,,,,,,,,nastane tudi s|neposredno iz,osnovna sestavina,z največ znanimi,,oblika,,,,,,,,,
kamin,C. Geome|A.2 Underground landform|D.1 Abiotic|A.2 Underground landform|D.3 Property|C. Geome|A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|B.2 Loss|D.1 Abiotic|A.2 Underground landform|A.2 Underground landform,neprežeto cono|kraška votlina|inicialnih strukturah|manjših kaminov|elipsast presek|neprežete cone|kamin|kamin|vode|denudacija|površja|kamina|brezno,"kamin - Navpična kraška votlina, značilna za neprežeto cono. Delo prosto padajoče prenikle vode, ki se zbere v najvišjem delu neprežete cone. Prostorski potek kamina se ravna po navpičnici. Vodoravni preseki manjših kaminov se ravnajo pretežno po inicialnih strukturah, za večje je značilen elipsast presek. Ko denudacija kamin odpre s površja, mu pravimo brezno.",,,,,,,kraška votlina,,Delo prosto padajoče prenikle vode,Vodoravni preseki manjših kaminov se ravnajo pretežno po inicialnih strukturah|Prostorski potek kamina se ravna po navpičnici|za večje je značilen elipsast presek|Navpična,,značilna za neprežeto cono,,"Ko denudacija kamin odpre s površja , mu pravimo brezno",,,,,,,Delo,,,,,,značilna za,,,,,,,
KANAL,A.2 Underground landform|A.2 Underground landform|A.2 Underground landform|D.1 Abiotic|A.2 Underground landform,kanalu|rov|KANAL|tok|svežnja,"KANAL (JAMSKI) - Niz strukturnih segmentov, ki (je) prevaja isti tok. Osnovni gradnik svežnja. Približen sinonim za rov, vendar slednji predvideva antropogeno najmanjšo dimenzijo, medtem ko pri kanalu te omejitve ni. ki (je) prevaja isti tok",,,,,"Niz strukturnih segmentov , ki ( je ) prevaja isti tok",,Niz strukturnih segmentov,,,,ki ( je ) prevaja isti tok|Osnovni gradnik svežnja,,,,"vendar slednji predvideva antropogeno najmanjšo dimenzijo , medtem ko pri kanalu te omejitve ni",,,,,,,,,,,ki ( je ) prevaja,,,,,,,,
kontrolni volumen,C. Geome|D.1 Abiotic|D. Entity/Element/Property,speleogenetskega prostora|kraške kamnine|kontrolni volumen,"kontrolni volumen - Hipotetični blok kraške kamnine, ki služi pri teoretskih razglabljanjih kot vzorčni izsek celotnega speleogenetskega prostora. Imeti mora definirane meje in dimenzije, poznano začetno strukturo kamnine (litopetrografske lastnosti, poroznost, mehanske lastnosti), definirane mejne pogoje (odprt 1 zaprt sistem) in poznane vhodne vrednosti.",,,,,Hipotetični blok kraške kamnine,,,,,,,,,,,,,,ki služi pri teoretskih razglabljanjih kot vzorčni izsek celotnega speleogenetskega prostora,,,,,,,,,,,,,,ki služi,
KRAS,D.1 Abiotic|A.2 Underground landform|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B.3 Addition|B.2 Loss|A.1 Surface landform|B. Process|C. Geome|B.2 Loss|D.1 Abiotic|C. Geome|B. Process|D.1 Abiotic|D.1 Abiotic|D.3 Property,zemeljske skorje|podzemskih kanalov|matična kamnina|kraške kamnine|padavinskih voda|akumulacija|odtok|globeli|materializacij|KRAS|odnašanje|snovi|krasa|preoblikovanja|raztopini|padavine|poroznosti,"KRAS (Pisano z malo začetnico) - K. je eden osrednjih terminov speleološkega izrazoslovja. Definicij k. ni malo, a so si često protislovne in odsevajo ožjo stroko avtorja. Navajava samo nekaj izzivalnih alternativ, ki naj spodbudijo razpravo. M. Este ban in C.F. Klappa (1983, 1 I) sta predložila naslednjo, po lastni oceni geološko definicijo. Prvo podpisani uporabljam pri predmetu geologija krasa fizikalnogeološko: Ena materializacij eksogenega preoblikovanja kontinentalne zemeljske skorje. Značilno je odnašanje snovi v raztopini, zanemarljiva akumulacija in vertikalen odtok padavinskih voda s površja. To se odraža v oblikovanju zaprtih globeli in kopastih vrhov ter v opazni kanalski poroznosti. Poleg splošnih pogojev za nastanek kakršnihkoli površinskih oblik pogojujejo nastanek krasa sorazmerno hitro in enakomerno topna matična kamnina (kraške kamnine), možnost nastajanja zveznih podzemskih kanalov in dovolj obilne padavine.",,,sorazmerno hitro in enakomerno topna matična kamnina ( kraške kamnine ),,,,,,Ena materializacij eksogenega preoblikovanja kontinentalne zemeljske skorje|vertikalen odtok padavinskih voda s površja|Značilno je odnašanje snovi v raztopini|možnost nastajanja zveznih podzemskih kanalov|dovolj obilne padavine|zanemarljiva akumulacija,,,,,se odraža v oblikovanju zaprtih globeli in kopastih vrhov ter v opazni kanalski poroznosti,,,,,,Značilno je,,,,,,,,,,,,,,
KRAS,A.2 Underground landform|C. Geome|D.3.1 Geolocation,votline|KRAS|Zemlji,"KRAS (Jamarska definicija) - Eden predelov na Zemlji, kjer najdemo človeku prehodne votline, daljše ali globlje od 10 m. Jamarska definicija verjetno ne more biti dosti drugačna, saj v nekaterih evropskih deželah raziskovanje opuščenih rudnikov, podzemskih kamnolomov, katakomb in "" jam "" pod ledeniki pretehta klasično jamarstvo v kraškem pozemlju. Najgloblja jama ZDA (Kazumura Cave na Havajih), ki je obenem jama z največjo znano horizontalno razdaljo med skraj nima točkama, je lavina cev. S slovenskim pojmovanjem krasa ima vse to kaj malo skupnega. na Zemlji",,,,kjer najdemo človeku prehodne votline,,,predelov,,,,,Eden predelov na Zemlji,na Zemlji,,daljše ali globlje od 10 m,,,,,,,,kjer najdemo,,,,,,,na,,daljše|globlje,,
kraška faza,D. Entity/Element/Property|D. Entity/Element/Property|A.2 Underground landform|D.1 Abiotic|B. Process|A.2 Underground landform,kraška faza|hidrogeoloških razmerah|kraške votline|voda|zakrasevanja|sveženj,"kraška faza - Obdobje zakrasevanja v sorazmerno stabilnih hidrogeoloških razmerah med dvema regionalnima tektonskima dogodkoma. V območju svežnja tedaj vladajo stabilni pogoji. Posamezni kraški fazi naj bi ustrezal en sveženj, kar pa ni potrjeno. V času nove kraške faze voda uporabi predvsem že obstoječe razpoložljive kraške votline in aktivira tiste začetne horizonte in odprte geološke strukture, ki najbolj ustrezajo spremenjenim razmeram. Po analogiji z geologijo uporabljajo nekateri namesto kraške faze, izraz kraški dogodek. Termin ni prikladen v toliko, ker je podoben izrazu tektonski dogodek, speleogenetski in tektonski čas pa tečeta vsak po svoje.",,,,,,,Obdobje,V območju svežnja tedaj vladajo stabilni pogoji,,,,,,Posamezni kraški fazi naj bi ustrezal en sveženj,,,zakrasevanja v sorazmerno stabilnih hidrogeoloških razmerah med dvema regionalnima tektonskima dogodkoma,,,,,,,,,,,,,,,,,dogodkoma
kraška poroznost,D.3 Property|D.3 Property|A.2 Underground landform|D.3 Property|D.1 Abiotic|D.1 Abiotic|D.3 Property|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B. Process|D.1 Abiotic|A.2 Underground landform,kraški poroznosti|kraška poroznost|kraške votline|razpoklinsko poroznostjo|kraška poroznost|praznega prostora|prostornini|kamnine|vode|kamnini|zakrasela|kamnina|kanali,"kraška poroznost - Delež praznega prostora v določeni prostornini kamnine, ki ga prispevajo kraške votline. V nasprotju s splošnim prepričanjem je kraška poroznost tudi tam, kjer je kamnina močno zakrasela, v primerjavi z razpoklinsko poroznostjo majhna. O kraški poroznosti govorimo, kadar imajo kanali (odtod sinonim kanalska poroznost) bistven vpliv na način in količino pojavljanja vode v kamnini.",,,v določeni prostornini kamnine,,,,Delež praznega prostora,,kadar imajo kanali ( odtod sinonim kanalska poroznost ) bistven vpliv na način in količino pojavljanja vode v kamnini,,,"tam , kjer je kamnina močno zakrasela",,,v primerjavi z razpoklinsko poroznostjo majhna,,,,,,vpliv,,,,,,kjer je|v,,,,,,,
kraška votlina,A.2 Underground landform|A.2 Underground landform|A.2 Underground landform|B. Process|A.2 Underground landform,kraško jamo|kraška votlina|speleogen|procesi|votlina,"kraška votlina - Poljubno oblikovana votlina, nastala s procesi, ki jih definiramo kot kraške. Ne podlega velikostnemu kriteriju, ki opredeljuje kraško jamo, je pa večja od dimenzije preboja. Ohlapen sinonim za speleogen.",,,,,,,votlina,,"nastala s procesi , ki jih definiramo kot kraške",Poljubno oblikovana,,,,,je pa večja od dimenzije preboja,,,speleogen,,,nastala s,,,,,,,,,,,večja,,
kraške kamnine,A.4 Other|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|B. Process|D.1 Abiotic|D.3 Property|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic|C. Geome|D.1 Abiotic|D.1 Abiotic|B.2 Loss|D.1 Abiotic|D.1 Abiotic,Metamorfne kraške kamnine|sedimentne kraške kamnine|kraške kamnine|kraške kamnine|tektonskima dogodkoma|kremenovi peščenjaki|Zogovicevega efekta|peščenjaki|karbonati|kvarciti|kras|sulfati|Kamnine|topne|haloidi|marmorji,"kraške kamnine - Kamnine, na katerih se ob izpolnitvi drugih potrebnih pogojev lahko razvije kras. Zato niso definirane genetsko, temveč funkcionalno. Osnovne lastnosti kraške kamnine so, da so topne brez ostanka, katerega delci bi po velikosti presegali dimenzije začetnih vodnih poti, da ne prihaja do Zogovicevega efekta in da so regionalno zaznavno topne med dvema regionalnima tektonskima dogodkoma. Daleč najbolj so razširjene sedimentne kraške kamnine: karbonati (apnenci, dolomiti in njihovi klastiti), sulfati, haloidi, v posebnih razmerah kremenovi peščenjaki. Metamorfne kraške kamnine so marmorji, pogojno kvarciti; magmatske karbonatit peščenjaki",,,,"karbonati ( apnenci , dolomiti in njihovi klastiti ) , sulfati , haloidi , v posebnih razmerah kremenovi peščenjaki|so marmorji , pogojno kvarciti",,,Kamnine,da ne prihaja do Zogovicevega efekta|so topne brez ostanka,,,,,,na katerih se ob izpolnitvi drugih potrebnih pogojev lahko razvije kras,,,da so regionalno zaznavno topne med dvema regionalnima tektonskima dogodkoma,sedimentne kraške kamnine|Metamorfne kraške kamnine,,,,,,,,,,,,,lahko razvije,,,dogodkoma
