DEFINIENDUM,DEFINITOR,GENUS,SPECIES,SENTENCE
dolomit,,Usedlina,dolomitski apnenec|apneniški dolomit|dolomit,"dolomit: Usedlina, ki jo sestavlja magnezijev karbonat (MgCO3), navadno s primesjo kalcita. Zaradi krušljivosti ga ponekod imenujejo tudi grintovec. Po deležu magnezijevega in kalcijevega karbonata ločimo dolomit, apneniški dolomit, dolomitski apnenec itd. magnezijev karbonat"
grintovec,,Usedlina,dolomitski apnenec|apneniški dolomit|dolomit,"dolomit: Usedlina, ki jo sestavlja magnezijev karbonat (MgCO3), navadno s primesjo kalcita. Zaradi krušljivosti ga ponekod imenujejo tudi grintovec. Po deležu magnezijevega in kalcijevega karbonata ločimo dolomit, apneniški dolomit, dolomitski apnenec itd. magnezijev karbonat"
dol,,vdolbine,suha dolina|kraško polje,"dol: Lj. na Dinarskem krasu za različne površinske vdolbine (suho dolino, kraško polje). Prim. suha dolina, kraško polje. na Dinarskem krasu"
vrtačo,,,,"dolina: Je internacionalni termin za vrtačo. V polpretekli dobi, včasih v sestavi kraška dolina, slovenski strokovni izraz za vrtačo."
dolina,,,,"dolina: Je internacionalni termin za vrtačo. V polpretekli dobi, včasih v sestavi kraška dolina, slovenski strokovni izraz za vrtačo."
biogena korozija,,Korozija,,biogena korozija: Korozija pod vplivom organizmov.
korozija mešanice,,Korozija,,"korozija mešanice: Korozija mešanice temperaturno ali kemično neenakih vod, ki je postala po mešanju ponovno agresivna."
aluvialna korozija,,korozija,,"aluvialna korozija: Pospešena korozija karbonatne podlage, ki nastane zaradi premikanja vode skozi aluvialno odejo, bogato z ogljikovim dioksidom. Je značilna za prepustna dna kraških polj in slepih dolin, ki jih poglablja."
podtalna korozija,,Korozija,,podtalna korozija: Korozija karbonatne kamnine neposredno pod prstjo.
krajna korozija,,Korozija,,"robna korozija, obrobna korozija, krajna korozija: Korozija karbonatne kamnine ob robu neprepustne naplavine, zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte. Robna korozija razširja kraška polja, slepe doline, vrtače in druge kotanje z naplavljenim dnom. kotanj"
robna korozija,,Korozija,,"robna korozija, obrobna korozija, krajna korozija: Korozija karbonatne kamnine ob robu neprepustne naplavine, zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte. Robna korozija razširja kraška polja, slepe doline, vrtače in druge kotanje z naplavljenim dnom. kotanj"
obrobna korozija,,Korozija,,"robna korozija, obrobna korozija, krajna korozija: Korozija karbonatne kamnine ob robu neprepustne naplavine, zaradi katere so stene kotanj ali kraških polj na kraju ponikanja korozijsko izpodžrte. Robna korozija razširja kraška polja, slepe doline, vrtače in druge kotanje z naplavljenim dnom. kotanj"
ploskovna korozija,,Korozija,,"ploskovna korozija: Korozija, ki enakomerno učinkuje na površje, ustvarja gladke skalne ploskve; tudi korozija, ki enakomerno znižuje površje. ploskve"
pospešena korozija,,Korozijski proces,,"pospešena korozija: Korozijski proces, ki lokalno hitreje poglablja površje in lahko ustvarja kotanje."
linearna korozija,,Korozija,,"linearna korozija: Korozija, ki deluje linearno in ustvarja linearne (to je v določeni smeri razporejene) depresijske površinske oblike."
korozijska vdolbinica,,vdolbinica,,"korozijska vdolbinica: Do nekaj centimetrov ali decimetrov široka in globoka skalna vdolbinica, nastala zaradi različnih vrst korozije. Pod preperino je širša in plitvejša."
korozijski vdolbek,,vdolbinica,,"korozijski vdolbek: Nekaj dm široka in globoka ovalna vdolbinica v apneniški skali pod prstjo (zemljo, preperino). Ena od oblik podtalnega krasa."
korozijska polica,,,,"korozijska polica: Redke, nekaj dm ali metrov široke, skoraj vodoravne ploskve na skalnem površju visokogorskega (subnivalnega) krasa. Nastanejo z retrogradno ploskovno korozija; zato so obicajno navzgor omejene s strmo stopnjo. Genetsko sorodne korozijskim stopnickam."
korozijski stalaktit,,,,"korozijski stalaktit: S selektivno korozijo nastali, večinoma skalni izrastki na jamskem stropu, pogosti v tropski klimi. korozijo"
korozijska stopnička,,izjedenina,,"korozijska stopnička: Polkrožna izjedenina, podobna odtisu pete, ki je specifičen pojav razčlenjenih golih, največkrat visokogorskih skalnatih površin. Nastaja z omejeno retrogradno ploskovno korozijo. ploskovno korozijo"
korozijski relief,,Relief,,"korozijski relief: Relief, nastal s prevladujočim korozijskim procesom in so zanj značilne korozijske reliefne oblike."
kotlica,,vdolbina,erozijsko kotlico|korozijsko,"kotlica: Okroglasta vdolbina gladkih sten s premerom nekaj centimetrov ali decimetrov, v stropu, na steni ali dnu jame. Poznamo korozijsko in erozijsko kotlico."
nasičena voda,,voda,,"nasičena voda: V kraški geomorfologiji voda, ki ni več sposobna korodirati. Nasprotje agresivni vodi."
niša,,votlinica,,"niša: Manjša oglata votlinica z ravnim ali položnim dnom, vglobljena v jamsko steno."
odcedna voda,,Kraška voda,,"odcedna voda: Kraška voda, ki tvori glavnino recnega pretoka po daljši suši. Voda, ki se počasi preceja skozi kraško gmoto do vecjih žil."
Pasaža,,,,Pasaža: V jamarskem izrazoslovju često isto kot ravna lisičina.
topla jama,,jama,,"Pečnica, topla jama: Topla, v notranjosti se dvigajoča jama, v kateri je pozimi ujet toplejši zrak. zrak"
Pečnica,,jama,,"Pečnica, topla jama: Topla, v notranjosti se dvigajoča jama, v kateri je pozimi ujet toplejši zrak. zrak"
periodično jezero,,Jezero,,"periodično jezero, obdobno jezero: Jezero, ki obdobno presiha."
obdobno jezero,,Jezero,,"periodično jezero, obdobno jezero: Jezero, ki obdobno presiha."
Podi,,kraški ravnik,,Podi: Visokogorski kraški ravnik s skalnim površjem.
podorna dvorana,,Dvorana,,podorna dvorana: Dvorana z znaki podiranja na stropu in dnu.
podorni stožec,,kup skalovja,,"podorni stožec: Stožčast kup skalovja v jami, najčešce na dnu vhodnih brezen."
jamsko jezero,,kotanja stoječe vode,,podzemeljsko jezero; jamsko jezero: Večja jamska kotanja stoječe vode.
podzemeljsko jezero,,kotanja stoječe vode,,podzemeljsko jezero; jamsko jezero: Večja jamska kotanja stoječe vode.
podzemeljska bifurkacija,,Hidrološki pojav,,"podzemeljska bifurkacija: Hidrološki pojav, da se enotni podzemski tok v podzemlju vilici, razteka in izvira v dveh oddaljenih krajih, v dveh porečjih ali morjih (npr. raztekanje Loškega potoka v izvire Rinže - Kolpe in Krke). v podzemlju"
podzemeljska hidrografska mreža,,Sistem,,"podzemeljska hidrografska mreža: Sistem stalno, periodično ali obdobno z vodo zalitih votlin v kraškem podzemlju."
podzemeljski rečni sistem,,Sistem sklenjenih vodnih tokov,,podzemeljski rečni sistem: Sistem sklenjenih vodnih tokov v kraškem podzemlju.
podzemeljska reka,,Reka,,podzemeljska reka: Reka v kraškem podzemlju.
polšna,,jamo|brezno,,polšna: Na Slovenskem ljudsko ime za jamo ali brezno z majhnim vhodom.
Udornice,so,površinske kraške globeli,,"Udornice so površinske kraške globeli različnih oblik in velikosti, katerih nastanek povezujemo s točkastim vertikalnim odnašanjem kamnine v podzemlje, bodisi z nenadnimi udori nad jamskimi prostori, bodisi s postopnim odnašanjem kamnine nad aktivnimi jamskimi rovi (Stepišnik, 2001). različnih"
kraška polja,sta značilna,,,"Za kraška polja sta značilna sklenjen obod nad razmeroma uravnanim obsežnim dnom in kraška hidrologija. Slovenska kraška terminologija (cit. Gams, 2004) opredeljuje, da je za kraško polje bistvena najmanj pol kilometra široka uravnava z višjim obodom. obod obsežnim"
jamo,definira kot,prehodno podzemeljsko votlino,,"Slovenska kraška terminologija (1973) jamo definira kot prehodno podzemeljsko votlino, ki je lahko vodoravna ali navpična."
jama,V ožjem smislu je,,,"Jame so najznačilnejši kraški pojav. V ožjem smislu je jama prehodna, pretežno horizontalna podzemna votlina, ravno nasprotno od brezna, ki je navpično."
Reliktni vršaji,,,,"Reliktni vršaji so značilne oblike kontaktnega krasa, ki nastanejo s postopno denudacijo flišne naplavine in kemično denudacijo karbonatne podlage na območjih vršajev. na območjih vršajev"
Vrtače,se pogosto nahajajo,,kotlaste|vodnjakaste|posedne|sufozijske|lijakaste|udorne|korozijske|skledaste,"Vrtače se pogosto nahajajo na karbonatih in evaporitih (Williams, 2006). Po obliki jih Slovenska kraška terminologija (Gams in sod., 1973) deli na skledaste, lijakaste, kotlaste in vodnjakaste. Po nastanku pa jih ločimo na korozijske, udorne, sufozijske in posedne (Ford, Williams, 2007). Veliko gostoto vrtač najdemo na apnencih, na dolomitih jih navadno ni, razvijejo se tudi na pleistocenskih in oligocenskih konglomeratih. Na njihovo razporeditev vpliva tudi relief, saj se manj pogosto pojavljajo na strmih pobočjih, zato sta pobočni naklon in gostota vrtač obratno sorazmerna. Odvisne so tudi od skladovitosti apnencev."
terciarni poroznosti,govorimo o,,,"Kadar podzemna voda razširi razpoke do te mere, da se razvijejo kraški vodonosniki oziroma jame, govorimo o terciarni poroznosti."
ponor,je,odprtina,,"Požiralnik, ponikva oziroma ponor je lijakasta odprtina v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje."
Požiralnik,je,odprtina,,"Požiralnik, ponikva oziroma ponor je lijakasta odprtina v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje."
ponikva,je,odprtina,,"Požiralnik, ponikva oziroma ponor je lijakasta odprtina v tleh zakraselega območja, kjer površinsko tekoča voda izginja v podzemlje."
osameli kras,,,,"Za osameli kras je značilno, da se na njem ne pojavljajo največje kraške oblike, kot so kraška polja, uvale in daljši jamski sistemi. Tu najdemo manjše kraške pojave, vrtače, kotliče, manjše ponikalnice in manjše jame."
ponorni tip kontaktnega krasa,so značilne,,,"Za ponorni tip kontaktnega krasa so značilne površinske oblike slepe doline in ponorni zatrepi (Mihevc, 1991), suhe doline, skupine udornic v kraškem zaledju večjih ponorov (Stepišnik, 2010) in reliktni vršaji (Stepišnik in sod., 2007)."
Kontaktni kras,je,,,"Kontaktni kras je poseben tip oblikovanosti in delovanja površja, ki je na območjih, kjer vode pritekajo iz fluvialnega geomorfnega sistema v kraškega ali obratno (Mihevc, 1991)."
Slepa dolina,je ena od najpogostejših oblik,dolina,,"Slepa dolina je ena od najpogostejših oblik kontaktnega krasa. To je dolina, ki jo oblikujejo fluvialni procesi, ki se končajo ob vznožju prepadnega ali strmega pobočja, kjer reka, ki je dolino izdolbla, ponika v jamski sistem."
Zatrepna dolina,je značilna,površinska oblika,,"Zatrepna dolina je značilna površinska oblika izvirnega kontaktnega krasa, ki nastane na območju izvirov, kjer vode pritekajo iz kraške kamnine."
reliktni vršaji,so,reliefna oblika,,"Posebna reliefna oblika, ki kaže na akumulacijo, so tako imenovani reliktni vršaji (Stepišnik et al, 2007) oziroma psevdovršaji (Gams, 2004). Pri reliktnih vršajih je prišlo, v primerjavi s "" pravimi "" vršaji, do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko na karbonatni podlagi. V karbonatni kamnini so se ohranile oblike vršajev, ki so bili nekoč razviti na tem površju (Stepišnik et al, 2007). "
psevdovršaji,so,reliefna oblika,,"Posebna reliefna oblika, ki kaže na akumulacijo, so tako imenovani reliktni vršaji (Stepišnik et al, 2007) oziroma psevdovršaji (Gams, 2004). Pri reliktnih vršajih je prišlo, v primerjavi s "" pravimi "" vršaji, do prekinitve fluvialne akumulacije alohtonega materiala ter postopnega preoblikovanja te oblike z denudacijo alohtonih nanosov v obliko na karbonatni podlagi. V karbonatni kamnini so se ohranile oblike vršajev, ki so bili nekoč razviti na tem površju (Stepišnik et al, 2007). "
Kraški vodonosnik,je,masa apnenca,,"Kraški vodonosnik je masa apnenca, ki zadržuje vodo, ki se steka s kraškega površja v podzemlje. Poleg zadrževanja vode poteka v vodonosniku tudi napajanje z vodo in njeno odtekanje"
Holokras,je,popolni kras,,"Holokras je popolni kras, ki ima razvite vse tipične kraške oblike, vključno s kraškimi polji."
Cab,je,absorpcijski koeficient,,"Cab je absorpcijski koeficient, ki je odvisen od temperature."
Merokras,je,nepopolni kras,kras v kredi|kras v Belgiji|sredozemski kras|moravski kras|srednjeevropski,"Merokras je nepopolni kras, ki se deli na podtipe: kras v kredi v južni Angliji in severni Franciji, moravski kras, kras v Belgiji itd. Nekatere novejše tipologije po analogiji delijo kras na nižji in valovit srednjeevropski ter bolje razvit sredozemski kras."
Laminarni tok,je način|je,pretakanja tekočine,,"Laminarni tok je način pretakanja tekočine, pri katerem so tokovnice ves čas vzporedne; molekule vode se gibljejo vzporedno v smeri gibanja vodnega toka brez mešanja oziroma pravokotne komponente premikanja. je"
termokras,ki ga imenujemo,površja,,"Nastanek tega površja, ki ga imenujemo termokras, ni vezan na kraške procese, ampak je rezultat neenakomernega taljenja permafrosta poleti in zmrzovanja pozimi."
akvifug,imenujemo,Kamninsko gmoto,,"Kamninsko gmoto, ki je neprepustna oziroma ni zmožna hraniti ali prevajati pomembnejših količin vode, za razliko od vodonosnika imenujemo akvifug."
akviklud,imenujemo,Kamnine,,"Kamnine, kot so glinenci ali meljevci, ki lahko vsebujejo pomembnejše količine vode, prepojene z vodo pa vode ne prevajajo, imenujemo akviklud."
Piezometri,so,vrtine,,"Piezometri so vrtine, v katerih se meri višino podzemne vode v vodonosnikih."
Prepustnost,je,sposobnost kamnine,,"Prepustnost je sposobnost kamnine, da prevaja tekočine."
Prepustnost,,,,"Prepustnost navadno opisujemo s parametrom, ki ga imenujemo hidravlična prevodnost."
cona talnega prenikanja,ki jo imenujemo,tanka prst,,"Zgornji del vadozne cone predstavlja tanka prst, ki jo imenujemo cona talnega prenikanja."
občasno zalita,imenujemo,,,"Prehodno cono med vadozno in freatično cono imenujemo občasno zalita, epifreatična ali poplavna cona."
poplavna cona,imenujemo,,,"Prehodno cono med vadozno in freatično cono imenujemo občasno zalita, epifreatična ali poplavna cona."
epifreatična,imenujemo,,,"Prehodno cono med vadozno in freatično cono imenujemo občasno zalita, epifreatična ali poplavna cona."
prežeta cona,je,cona,,"Najnižja cona kraškega vodonosnika je nasičena ali freatična cona, ki jo literatura imenuje tudi prežeta cona."
freatična cona,je,cona,,"Najnižja cona kraškega vodonosnika je nasičena ali freatična cona, ki jo literatura imenuje tudi prežeta cona."
nasičena,je,cona,,"Najnižja cona kraškega vodonosnika je nasičena ali freatična cona, ki jo literatura imenuje tudi prežeta cona."
Napajanje,je,hidrološki proces,,"Napajanje je hidrološki proces, kjer površinske vode odtekajo v podzemlje."
pretočni kras,imenujemo,Kraška območja,,"Kraška območja, ki se napajajo predvsem z alogenimi tokovi, imenujemo pretočni kras."
kraško pokrajino,imenujemo,oblik nekega kraškega področja,,Celokupnost oblik nekega kraškega področja imenujemo kraško pokrajino.
fosilni kras,imenujemo,Kras,,"Kras, ki ni nastal v današnjih razmerah, navadno imenujemo fosilni kras ali tudi paleokras."
paleokras,imenujemo,Kras,,"Kras, ki ni nastal v današnjih razmerah, navadno imenujemo fosilni kras ali tudi paleokras."
morski požiralniki,,,,"Posebno zanimanje vzbujajo tako imenovani morski požiralniki, ki jih imenujejo tudi morski mlini morska voda, ki teče v požiralnik na obali, ponekod namreč žene mlinsko kolo."
morski mlini,,,,"Posebno zanimanje vzbujajo tako imenovani morski požiralniki, ki jih imenujejo tudi morski mlini morska voda, ki teče v požiralnik na obali, ponekod namreč žene mlinsko kolo."
Ravnovesna meja,je,meja,,"Ravnovesna meja je navidezna meja na ledeniku, vzdolž katere je masna bilanca enaka nič (Porter, 2000); nahaja se na nadmorski višini, na kateri sta akumulacija in ablacija ledu v ravnovesju (Benn, Evans, 1998)."
model stopinjskih dni,je,metoda,,"Poenostavljen model stopinjskih dni (ang. simple degree-day model) je metoda, s katero izračunamo količino akumulacije, ki je potrebna za ohranjanje ledenikov, posredno pa izračunamo tudi količino padavin v času poledenitve. s katero izračunamo količino akumulacije, ki je potrebna za ohranjanje ledenikov posredno pa izračunamo tudi količino padavin v času poledenitve"
kukavo,je|poimenoval,udornice|poimenoval,,"Habič je s kukavo poimenoval udornice, ki imajo v dnu dostop do podzemnih prostorov injih ločil od koliševk, ki so brez dostopa do podzemnih prostorov (Stepišnik, 2006). poimenoval"
poligonalni kras,se imenuje tudi|se imenuje,kras,,"Topografske razvodnice vrtač imajo poligonalen vzorec in tak kras, se imenuje tudi poligonalni kras (Williams, 2004). se imenuje Topografske razvodnice vrtač imajo poligonalen vzorec"
Nagnjenost gladine vode,je,hidravlični gradient,,"Nagnjenost gladine vode je hidravlični gradient, ki je vektor, katerega dolžina je enaka spremembi hidravličnega potenciala na enoto dolžine in ima smer proti največjemu naraščanju hidravličnega potenciala."
kraško polje,kot|definira,depresijo,,Ford (2007) definira kraško polje kot dolgo in zaprto depresijo z ravnim dnom v kraškem reliefu.
jamske paleolitske postaje,so,Jame,,Jame s sledovi bivanja v paleolitu so jamske paleolitske postaje.
Zatrpano brezno,je,brezno,,"Zatrpano brezno je brezno, pretežno zapolnjeno s klastičnimi sedimenti (Radinja, 1967, b), to je gruščem, prodom, ilovico ipd."
psevdovršaji,imenuje,Vršaje,,"Vršaje na krasu, ki nimajo aktivnega procesa sedimentacije rečnih nanosov na svojem površju, imenuje psevdovršaji."
uravnotežena pobočja,imenujem,Območja,,"Območja, kjer pobočni procesi niso več prisotni in na njih prevladuje kemična denudacija, v nadaljevanju imenujem uravnotežena pobočja, saj se na njih vzpostavi ravnovesje med intenziteto sil, ki delujejo na maso vzporedno s pobočjem navzdol, in silami, ki zavirajo to premikanje."
Ravnovesna meja ( RM ) ledenikov,je,nadmorska višina,,"Ravnovesna meja (RM) ledenikov na ledenikih je povprečna nadmorska višina, kjer je gledano za obdobje enega leta akumulacija snega enaka njegovi ablaciji."
Morfostrukturna analiza,je,metodičnih pristopov,,"Morfostrukturna analiza je skupek metodičnih pristopov, katerih cilj je pojasniti neposredne ali posredne povezave med današnjim reliefom in strukturo Zemljine notranjosti. neposredne ali posredne povezave med današnjim reliefom in strukturo Zemljine notranjosti"
udorna brezna,je poimenoval,udornice,,"Mlade nepreobražene udornice je poimenoval udorna brezna, za udornice v srednji fazi razvoja je ohranil poimenovanje udornice, stare udornice pa je poimenoval globoščaki."
Oblika dnov udornic,,,,Oblika dnov udornic je rezultat razmerja med dinamiko premeščanja mase v dno in iz dna.
Udor,je,proces,,"Udor je proces, s katerim nastajajo manjše udornice in po katerem se udornice imenujejo."
kemično preperevanje,,,,Prevladujoč način na kraškem površju je kemično preperevanje oziroma korozija.
korozija,,,,Prevladujoč način na kraškem površju je kemično preperevanje oziroma korozija.
oblike pobočij udornic,,,pobočje z blagimi pobočnimi procesi|uravnoteženo pobočje|aktivna pobočja|stena|melišče,"Osnovne oblike pobočij udornic so: stena, melišče, pobočje z blagimi pobočnimi procesi, ki jih v nadaljevanju imenujem aktivna pobočja, ter uravnoteženo pobočje."
Aktivna pobočja,so,deli pobočij udornic,,"Aktivna pobočja so deli pobočij udornic, kjer so aktivni pobočni procesi polzenja tal oziroma prepereline vzporedno s pobočjem navzdol. vzporedno s pobočjem navzdol"
uvale,imenujemo,globeli,,"Večje globeli, ki naj bi bile v tlorisu bolj nepravilnih oblik, imenujemo uvale."
Udor stropa,,,,Udor stropa je najstarejša razlaga nastanka vseh udornic.
kraška polja,imenujemo,globeli,,Večje globeli od uval imenujemo kraška polja.
manjša udornica,,,,"Oblikovanje manjših udornic je dogodek, pri katerem se z enim udorom oblikuje celotna oblika, tj. manjša udornica."
poledeneli kras,imenujemo,Kraška območja,,"Kraška območja, ki jih prekrivajo ledeniki, imenujemo poledeneli kras (angl. glacierized karst)."
ledeniški kras,se imenuje,reliefa,kraške reliefne oblike|ledeniške erozijske|kraško hidrologijo|akumulacijske oblike,"Tip reliefa, ki združuje kraške reliefne oblike, kraško hidrologijo ter podedovane ledeniške erozijske in akumulacijske oblike, se imenuje ledeniški kras (angl. glaciated karst) ali glaciokras (angl. glaciokarst)."
glaciokras,se imenuje,reliefa,kraške reliefne oblike|ledeniške erozijske|kraško hidrologijo|akumulacijske oblike,"Tip reliefa, ki združuje kraške reliefne oblike, kraško hidrologijo ter podedovane ledeniške erozijske in akumulacijske oblike, se imenuje ledeniški kras (angl. glaciated karst) ali glaciokras (angl. glaciokarst)."
korozijski nož,,izboklina,,"skalni nos, korozijski nož: Iz skalne stene ali poševnega pobočja moleča izboklina v obliki nosu. Domnevno ostanki žlebičastih reber."
skalni nos,,izboklina,,"skalni nos, korozijski nož: Iz skalne stene ali poševnega pobočja moleča izboklina v obliki nosu. Domnevno ostanki žlebičastih reber."
skalni nož,,skala,,"skalni nož: Noževemu rezilu podobna ostra skala, ki kot ostanek izvotljevanja štrli v jamski prostor."
slepa dolina,,Dolina,,"slepa dolina: Dolina, ki se slepo končuje na apnencu. Pod strmimi pobočji na koncu so navadno ponori."
speleogeneza,,,,"speleogeneza: Nastanek jame. Tudi tisti del speleologije, ki se bavi s preučevanjem jam. speleogeneza"
speleologija,,,,"speleologija, jamoslovje: V ožjem smislu veda o kraških jamah. V širšem smislu veda o kraškem podzemlju ali krasu."
jamoslovje,,,,"speleologija, jamoslovje: V ožjem smislu veda o kraških jamah. V širšem smislu veda o kraškem podzemlju ali krasu."
Fizična speleologija,,,,Fizična speleologija: Ugotavlja fizikalne in kemijske zakonitosti v podzemlju.
Spodmol,,jama,,Spodmol: Krajša horizontalna jama s širokim vhodom.
Statična jama,,jamo,,"Statična jama, klimostatična jama: Izraz je iz jamske klimatologije. Pomeni jamo, ki pozimi in poleti zračno slabo komunicira z zunanjim zrakom in so v njej zračne razmere statične."
klimostatična jama,,jamo,,"Statična jama, klimostatična jama: Izraz je iz jamske klimatologije. Pomeni jamo, ki pozimi in poleti zračno slabo komunicira z zunanjim zrakom in so v njej zračne razmere statične."
statodinamična jama,,Jama,,"statodinamična jama: Jama, ki živahno komunicira z zunanjim zrakom v eni sezoni, medtem ko je v ostalem letu statična. komunicira z zunanjim zrakom v eni sezoni, medtem ko je v ostalem letu statična"
sufozija,,,,sufozija: Spiranje gmote izpod ruše ali krovnih sedimentov po tekoči vodi.
zakrasela dolina,,,,"suha dolina, zakrasela dolina: Dolinasta oblika na krasu, brez stalnega površinskega vodnega toka. Glede na trajanje toka so trajno in obdobno suhe doline."
suha dolina,,,,"suha dolina, zakrasela dolina: Dolinasta oblika na krasu, brez stalnega površinskega vodnega toka. Glede na trajanje toka so trajno in obdobno suhe doline."
delno suha dolina,,Dolinasta oblika,,delno suha dolina: Dolinasta oblika s površinskim vodnim tokom v delu doline.
polsuha dolina,,Suha dolina,,"polsuha dolina: Suha dolina, v kateri se občasno pojavlja površinski vodni tok."
kraški zid,,Zid,,"suhi zid, kraški zid: Zid iz kamnov, ki niso vezani z malto ali s cementom. Za kraško pokrajino značilen zid ob mejah parcel, ob poteh ali kot škarpa na spodnji strani njiv in vinogradov, ki so ga sezidali iz otrebljenega kamenja. So eno -, dvo - ali večredni."
suhi zid,,Zid,,"suhi zid, kraški zid: Zid iz kamnov, ki niso vezani z malto ali s cementom. Za kraško pokrajino značilen zid ob mejah parcel, ob poteh ali kot škarpa na spodnji strani njiv in vinogradov, ki so ga sezidali iz otrebljenega kamenja. So eno -, dvo - ali večredni."
sušica,,Vodni tok,,"sušica, šica: Vodni tok, ki ob nizki vodi presiha."
šica,,Vodni tok,,"sušica, šica: Vodni tok, ki ob nizki vodi presiha."
Suhe doline,,,,Suhe doline so posledica razpada površinske rečne mreže. rečne mreže
jamski sistem,imenujemo,,,Daljše razvejane rove imenujemo jamski sistem.
epifreatična cona,imenujemo,pas med najvišjo in najnižjo piezometrično vodno gladino,,"Vodna gladina precej niha, zato pas med najvišjo in najnižjo piezometrično vodno gladino imenujemo epifreatična cona."
Estavela,je,vodni objekt,,"Estavela je kraški vodni objekt, ki ob naraščanju vode deluje kot bruhalnik, ob upadanju pa kot požiralnik."
Dolek,,,,Dolek je značilna oblika dolomitnega reliefa.
kras,,kamnito ozemlje,,"Kot občno ime (kras) pomeni v ljudskem jeziku kamnito ozemlje, kar je v skladu s paleoevropsko osnovo."
kraških globeli,,,kraška polja|uvale,"Naslednja večja skupina kraških globeli so uvale, dolaste ali vrtačaste, sledijo kraška polja."
Uvala,je,depresijska oblika,,Uvala je kraška depresijska oblika na zemeljskem površju v obliki skledaste vdolbine.
ŠKRAPLJE,So,kraška oblika,,"ŠKRAPLJE: So manjša kraška oblika, dolga od nekaj centimetrov do več decimetrov in metrov, izjedena v trdi kamnini (apnencu ali drugih karbonatnih kamninah), nastala zaradi kemičnega delovanja vode."
Suha dolina,je,dolinasta oblika,,"SUHA DOLINA: Suha dolina (zakrasela dolina) je dolinasta oblika na krasu, brez stalnega površinskega vodnega toka."
zakrasela dolina,je,dolinasta oblika,,"SUHA DOLINA: Suha dolina (zakrasela dolina) je dolinasta oblika na krasu, brez stalnega površinskega vodnega toka."
Škraplje,so,kraške oblike,,"Škraplje so kraške oblike, ki nastanejo zaradi korozije vode na površju ali subkutano."
Žlebiči,so,razjede,,"Žlebiči so razjede pravilnih žlebastih oblik, ki potekajo v smeri največjega strmca stene."
Jame,so,podzemni kanali,,"Jame so podzemni kanali, ki jih je naredila skozi kras tekoča voda."
stopnjasto brezno,,Brezno,,"stopnjasto brezno: Brezno, sestavljeno iz zaporednih vertikalnih stopenj, ki jih povezujejo police ali zvezni rovi. Globlja brezna so navadno stopnjasta. rovi"
špranjasto brezno,,,,špranjasto brezno: V prečnem profilu je rov špranjast.
vodnjakasto brezno,,,,vodnjakasto brezno: Podobno je vodnjaku. Ima gladke stene in enakomerno širino.
zvonasto brezno,,,,zvonasto brezno: Navzdol se razširja v obliki zvona.
ledeno brezno,,,,"ledeno brezno: V njem se večji del leta ali trajno zadržujejo večje ledene gmote. Lj. tudi ledenik, ker so iz dostopnih ledenih brezen nekdaj izvažali led. Raba včasih ne loči pojma ledenega brezna od snežnega brezna."
ledenik,,,,"ledeno brezno: V njem se večji del leta ali trajno zadržujejo večje ledene gmote. Lj. tudi ledenik, ker so iz dostopnih ledenih brezen nekdaj izvažali led. Raba včasih ne loči pojma ledenega brezna od snežnega brezna."
snežno brezno,,,,snežno brezno: Večji del leta se v njem zadržuje sneg ali pa ga sneg celo zapolnjuje.
zapolnjeno brezno,,Brezno,,"zapolnjeno brezno: Oblika podtalnega krasa. Brezno, zapolnjeno z ilovico."
zatrpano brezno,Je,brezno,,"zatrpano brezno: Je brezno, pretežno zapolnjeno s klastičnimi sedimenti, to je gruščem, prodom, ilovico in pod. sedimenti"
udorno brezno,,,,"udorno brezno, podorno brezno: Nastane z udorom nad votlino."
podorno brezno,,,,"udorno brezno, podorno brezno: Nastane z udorom nad votlino."
tektonsko brezno,,,,tektonsko brezno: Nastalo je s tektonskim odmikom skladov in ga drugi procesi niso bistveno preoblikovali.
korozijsko brezno,,,,korozijsko brezno: Nastalo je pretežno s korozijskim delovanjem vode in ima stene vidno korozijsko razčlenjene.
erozijsko brezno,,,,erozijsko brezno: Nastalo je pretežno z mehaničnim delovanjem tekoče vode in ima jasne erozijske oblike.
poligenetsko brezno,,,,poligenetsko brezno: Oblikovali so ga različni procesi.
fosilno brezno,,Brezno,,"fosilno brezno: Brezno, nastalo v preteklih geoloških dobah. Po nekaterih razlagah je zatrpano in mrtvo, po drugih pa se spričo drugačnih speleogenetskih procesov v sedanjosti ne spreminja."
stropno brezno,,,,stropno brezno: Odpira se v stropu in sega na površje ali v višjo votlino.
