DEFINIENDUM,CATEGORY,CATEGORY_TEXT,SENTENCE,*,AFFECTS,COMPOSITION_MEDIUM,CONTAINS,DEFINED_AS,DEFINITOR,GENUS,HAS_ATTRIBUTE,HAS_CAUSE,HAS_FORM,HAS_FUNCTION,HAS_LOCATION,HAS_POSITION,HAS_RESULT,HAS_SIZE,MEASURES,OCCURS_IN_TIME,SPECIES,STUDIES,frame_ATTRIBUTE,frame_CAUSE,frame_COMPOSITION,frame_CONTAINS,frame_DEFINED_AS,frame_FORM,frame_FUNCTION,frame_LOCATION,frame_MEASURES,frame_MEDIUM,frame_POSITION,frame_RESULT,frame_SIZE,frame_STUDIES,frame_TIME
karbonatna kamnina,D.1 Abiotic|D.1 Abiotic|C. Geome|C. Geome|D.3.1 Geolocation|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,karbonatna kamnina|ogljikove kisline|Dinarskem krasu|karbonatni kras|Dinarskem krasu|Usedlina|apnenec|dolomit,"karbonatna kamnina: Usedlina, ki jo v glavnem sestavljajo soli ogljikove kisline. Na Dinarskem krasu sta apnenec in dolomit najbolj razširjeni karbonatni kamnini, na katerih se razvija karbonatni kras. Dinarskem krasu",,,ki jo v glavnem sestavljajo soli ogljikove kisline,,,,Usedlina,,,,,,,,,,,,,,,ki jo v glavnem sestavljajo,,,,,,,,,,,,
kaverna,A.2 Underground landform,kaverna,"kaverna: Umetna jama, napravljena cesto v vojne namene.",,,,,,,jama,,,,napravljena cesto v vojne namene,,,,,,,,,,,,,,,,,,,,,,,
kevderc,A.2 Underground landform|A.2 Underground landform|D.1 Abiotic,kevderc|jamo|votlina,"kevderc: Ljudsko ime za manjšo jamo, ki jo sestavlja ena sama manjša votlina.",,,,,,,jamo,,,ki jo sestavlja ena sama manjša votlina,,,,,manjšo,,,,,,,,,,ki jo sestavlja,,,,,,,,,
Klastokras,D.1 Abiotic|C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,klastičnih kamninah|Klastokras|Kras|konglomeratu|pesku|peščenjaku,"Klastokras: Kras v klastičnih kamninah (produ, konglomeratu, grušču breči, pesku, peščenjaku in pod.).",,,v klastičnih kamninah,,,,Kras,,,,,,,,,,,,,,,v,,,,,,,,,,,,
koliševka,B.1 Movement|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,udornega postanka|koliševka|koleševka|kotanja,"koliševka, koleševka: Več deset metrov globoka in široka kotanja, običajno s skalnim, prepadnim pobočjem, z vidnim dnom. Po prevladujočem naziranju je udornega postanka. Ljudski izraz na Notranjskem, kjer se javlja tudi ime koleševc.",,,,,,,kotanja,,je udornega postanka,"običajno s skalnim , prepadnim pobočjem , z vidnim dnom",,,,,Več deset metrov globoka in široka,,,,,,,,,,,,,,,,,metrov,,
koleševka,B.1 Movement|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,udornega postanka|koliševka|koleševka|kotanja,"koliševka, koleševka: Več deset metrov globoka in široka kotanja, običajno s skalnim, prepadnim pobočjem, z vidnim dnom. Po prevladujočem naziranju je udornega postanka. Ljudski izraz na Notranjskem, kjer se javlja tudi ime koleševc.",,,,,,,kotanja,,je udornega postanka,"običajno s skalnim , prepadnim pobočjem , z vidnim dnom",,,,,Več deset metrov globoka in široka,,,,,,,,,,,,,,,,,metrov,,
kolks,C. Geome|D.3 Property|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,fosilnega krasa|terciarni dobi|kolks|kovk|vzpetina,"kolks, kovk: Oblika fosilnega krasa. Kopasta holmasta vzpetina, nastala v osnovi domnevno v terciarni dobi.",,,,,,,vzpetina,,,Kopasta holmasta,,Oblika fosilnega krasa,,,,,nastala v osnovi domnevno v terciarni dobi,,,,,,,,,,,,,,,,,nastala v
kovk,C. Geome|D.3 Property|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,fosilnega krasa|terciarni dobi|kolks|kovk|vzpetina,"kolks, kovk: Oblika fosilnega krasa. Kopasta holmasta vzpetina, nastala v osnovi domnevno v terciarni dobi.",,,,,,,vzpetina,,,Kopasta holmasta,,Oblika fosilnega krasa,,,,,nastala v osnovi domnevno v terciarni dobi,,,,,,,,,,,,,,,,,nastala v
kondenzacijska voda,A.3 Hydrological form|A.2 Underground landform|D.1 Abiotic|B.4 Transformation|A.2 Underground landform,kondenzacijska voda|jamskih stenah|Voda|kondenzacije|stropu,"kondenzacijska voda: Voda, ki se zaradi kondenzacije nabira v kapljicah na jamskih stenah ali stropu, navadno na mestu mešanja toplejšega in hladnejšega zraka.",,,,,,,Voda,,ki se zaradi kondenzacije nabira v kapljicah,,,"na jamskih stenah ali stropu , navadno na mestu mešanja toplejšega in hladnejšega zraka",,,,,,,,,,,,,,,na mestu,,,,,,,
konta,A.1 Surface landform|A.1 Surface landform,konta|Uvala,"konta: Uvala. Visokogorska uvala. Glaciokraška globel, več deset ali sto metrov dolga in široka, običajno skledaste oblike. Mnogokrat širša kot globlja. Ljudsko ime v Julijskih Alpah, kjer je zelo pogosta.",,,,,,,globel,,,Mnogokrat širša kot globlja|običajno skledaste oblike,,Glaciokraška,,,več deset ali sto metrov dolga in široka,,,,,,,,,,oblike,,,,,,,metrov,,
Konvakuacija,B.4 Transformation|A.2 Underground landform|B.4 Transformation,Širjenje votline|konvakuacijska votlina|Konvakuacija,Konvakuacija: Širjenje votline (rova) zaradi izpraznjenja jamskih sedimentov. Nastala votlina je konvakuacijska votlina.,,,,,,,Širjenje,,Širjenje votline ( rova ) zaradi izpraznjenja jamskih sedimentov,,,,,konvakuacijska votlina,,,,,,,,,,,,,,,,,,,,
korozija,D.1 Abiotic|B.2 Loss|B.2 Loss|D.1 Abiotic|B.2 Loss,ogljikovo kislino|korozija|raztapljanje|vode|odnašanje,"korozija: V krasoslovju kemično ali v manjši meri fizikalno raztapljanje kraške kamnine, večji del s posredovanjem vode, ki vsebuje ogljikovo kislino. Tudi odnašanje raztopljenih snovi.",,,,,kemično ali v manjši meri fizikalno raztapljanje kraške kamnine|odnašanje raztopljenih snovi,,,,"s posredovanjem vode , ki vsebuje ogljikovo kislino",,,,,,,,,,,,s posredovanjem,,,,,,,,,,,,,
dolasta uvala,A.1 Surface landform|D.1 Abiotic,dolasta uvala|vdolbina,"dolasta uvala: Je izrazito podolgovata, dolu podobna vdolbina.",,,,,,,vdolbina,,,dolu podobna|podolgovata,,,,,,,,,,,,,,,podobna,,,,,,,,,
vrtačasta uvala,A.1 Surface landform|A.1 Surface landform,vrtačasta uvala|vrtače,vrtačasta uvala: Sestavljajo jo zraščene razsežne vrtače.,,,,Sestavljajo jo zraščene razsežne vrtače,,,,,,,,,,,,,,,,,,,Sestavljajo jo,,,,,,,,,,,
viseča suha dolina,A.1 Surface landform|A.1 Surface landform|C. Geome|D.1 Abiotic,viseča suha dolina|suha dolina|krasu|pobočju,"viseča suha dolina: Na krasu suha dolina, ki se kot odsekana končuje na pobočju.",,,,,,,suha dolina,,,ki se kot odsekana končuje na pobočju,,Na krasu,,,,,,,,,,,,,,,Na,,,,,,,
vetrnica,A.2 Underground landform|A.2 Underground landform,vetrnica|Jama,"vetrnica: Jama, iz katere stalno ali obdobno piha.",,,,,,,Jama,,,,iz katere stalno ali obdobno piha,,,,,,,,,,,,,,,iz katere,,,,,,,,
Vorfluter,C. Geome|A.1 Surface landform|D.3 Property|D.3 Property|D.3 Property,tropskega krasa|kraških polj|Vorfluter|Vorfluterniveau|Nivo,"Vorfluter, Vorfluterniveau: Nivo površinske kraške vode, ki ga določuje morska ali jezerska gladina v zaledju. Izraz se uporablja zlasti pri opisu tropskega krasa, kjer so številna dna kraških polj v višini Vorflutra.",,,,,"Nivo površinske kraške vode , ki ga določuje morska ali jezerska gladina v zaledju",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vorfluterniveau,C. Geome|A.1 Surface landform|D.3 Property|D.3 Property|D.3 Property,tropskega krasa|kraških polj|Vorfluter|Vorfluterniveau|Nivo,"Vorfluter, Vorfluterniveau: Nivo površinske kraške vode, ki ga določuje morska ali jezerska gladina v zaledju. Izraz se uporablja zlasti pri opisu tropskega krasa, kjer so številna dna kraških polj v višini Vorflutra.",,,,,"Nivo površinske kraške vode , ki ga določuje morska ali jezerska gladina v zaledju",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
votlikavost,C. Geome|D.3 Property|D.3 Property|D.3 Property|D.1 Abiotic,kraškem podzemlju|votlikavost|kavernoznost|Delež|votline,"votlikavost, kavernoznost: Delež, ki odpade na votline v kraškem podzemlju.",,,,,"Delež , ki odpade na votline",,,,,,,v kraškem podzemlju,,,,,,,,,,,,,,,v,,,,,,,
kavernoznost,C. Geome|D.3 Property|D.3 Property|D.3 Property|D.1 Abiotic,kraškem podzemlju|votlikavost|kavernoznost|Delež|votline,"votlikavost, kavernoznost: Delež, ki odpade na votline v kraškem podzemlju.",,,,,"Delež , ki odpade na votline",,,,,,,v kraškem podzemlju,,,,,,,,,,,,,,,v,,,,,,,
votlina,D.1 Abiotic,votlina,votlina: Vsak podzemeljski prostor.,,,,,,,podzemeljski prostor,,,podzemeljski prostor,,,,,,,,,,,,,,,,,,,,,,,,
votlina,D.1 Abiotic|D.1 Abiotic,podzemeljski prostor|votlina,votlina: Večji podzemeljski prostor v nasprotju z ožjimi in nižjimi rovi.,,,,,,,podzemeljski prostor,,,,,,,,Večji,,,,,,,,,,,,,,,,,,,
vrtrača,D.3.1 Geolocation|A.1 Surface landform|D.3.1 Geolocation|D.1 Abiotic,Beli Krajini|vrtrača|Sloveniji|dolina,"vrtrača: V Sloveniji ljudsko dolina, le v Beli Krajini draga. V slovenskem strokovnem slovstvu se je vrtača uveljavila v prvi polovici XX. stol., ker je dolina preširok pojem. Vrtača je depresijska oblika, navadno globoka več metrov in je bolj široka kot globoka.",,,,,,,depresijska oblika,,,in je bolj široka kot globoka,,,,,navadno globoka več metrov,,,,,,,,,,,,,,,,,globoka,,
skledasta vrtača,A.1 Surface landform,skledasta vrtača,skledasta vrtača: V prečnem profilu je podobna skledi.,,,,,,,,,,V prečnem profilu je podobna skledi .,,,,,,,,,,,,,,,je podobna,,,,,,,,,
lijakasta vrtača,A.1 Surface landform|D.1 Abiotic|D.1 Abiotic,lijakasta vrtača|dna|pobočja,"lijakasta vrtača: Je brez ravnega dna, pobočja pa se navzgor odpirajo.",,,,,,Je,,,,pobočja pa se navzgor odpirajo|Je brez ravnega dna,,,,,,,,,,,,,,,brez,,,,,,,,,
kotlasta vrtača,A.1 Surface landform|D.1 Abiotic|D.1 Abiotic,kotlasta vrtača|stene|dno,kotlasta vrtača: Ima strme stene in ravnejše dno.,,,,,,,,,,Ima strme stene|in ravnejše dno,,,,,,,,,,,,,,,Ima,,,,,,,,,
vodnjakasta vrtača,A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,vodnjakasta vrtača|vrtača|stenami,vodnjakasta vrtača: Globoka vrtača s strmimi stenami.,,,,,,,vrtača,,,s strmimi stenami,,,,,Globoka,,,,,,,,,,s,,,,,,,,,
aluvialna vrtača,A.1 Surface landform|A.1 Surface landform,aluvialna vrtača|Vrtača,"aluvialna vrtača: Vrtača, nastala v naplavinah.",,,,,,,Vrtača,,nastala v naplavinah,,,,,,,,,,,,nastala v,,,,,,,,,,,,,
skalna vrtača,A.1 Surface landform|A.1 Surface landform|D.1 Abiotic|D.1 Abiotic,skalna vrtača|Vrtača|dno|pobočje,"skalna vrtača: Vrtača, katere dno in pobočje je skalnato.",,,katere dno in pobočje je skalnato,,,,Vrtača,,,,,,,,,,,,,,,,,,,,,,,,,,,
srednejevropski kras,D.3.1 Geolocation|D.3.1 Geolocation|C. Geome|A.1 Surface landform|C. Geome|D.1 Abiotic|D.1 Abiotic,srednejevropski kras|kras Jure|moravski tip|suhimi dolinami|Kras|reliefu|površju,"srednejevropski kras, kras Jure, moravski tip: Kras s suhimi dolinami na planotastem nizkem reliefu in z redkimi drugimi kraškimi pojavi na površju.",,,,z redkimi drugimi kraškimi pojavi na površju|s suhimi dolinami,,,Kras,,,,,na planotastem nizkem reliefu,,,,,,,,,,,s|z,,,,na,,,,,,,
kras Jure,D.3.1 Geolocation|D.3.1 Geolocation|C. Geome|A.1 Surface landform|C. Geome|D.1 Abiotic|D.1 Abiotic,srednejevropski kras|kras Jure|moravski tip|suhimi dolinami|Kras|reliefu|površju,"srednejevropski kras, kras Jure, moravski tip: Kras s suhimi dolinami na planotastem nizkem reliefu in z redkimi drugimi kraškimi pojavi na površju.",,,,z redkimi drugimi kraškimi pojavi na površju|s suhimi dolinami,,,Kras,,,,,na planotastem nizkem reliefu,,,,,,,,,,,s|z,,,,na,,,,,,,
moravski tip,D.3.1 Geolocation|D.3.1 Geolocation|C. Geome|A.1 Surface landform|C. Geome|D.1 Abiotic|D.1 Abiotic,srednejevropski kras|kras Jure|moravski tip|suhimi dolinami|Kras|reliefu|površju,"srednejevropski kras, kras Jure, moravski tip: Kras s suhimi dolinami na planotastem nizkem reliefu in z redkimi drugimi kraškimi pojavi na površju.",,,,z redkimi drugimi kraškimi pojavi na površju|s suhimi dolinami,,,Kras,,,,,na planotastem nizkem reliefu,,,,,,,,,,,s|z,,,,na,,,,,,,
mediteranski kras,C. Geome|C. Geome|D.3 Property|C. Geome|D.3.1 Geolocation|C. Geome,mediteranski kras|sredozemski kras|sredozemske klime|kras|Sredozemlju|kras,"mediteranski kras, sredozemski kras: Kot geografska oznaka pomeni kras v Sredozemlju in v njegovem obodu. Kot klimatogenetska oznaka pomeni kras, ki nastaja v pogojih sredozemske klime.",,,,,,pomeni|pomeni,kras|kras,,ki nastaja v pogojih sredozemske klime,,,,v Sredozemlju in v njegovem obodu,,,,,,,,ki nastaja v,,,,,,,,,v|v,,,,
sredozemski kras,C. Geome|C. Geome|D.3 Property|C. Geome|D.3.1 Geolocation|C. Geome,mediteranski kras|sredozemski kras|sredozemske klime|kras|Sredozemlju|kras,"mediteranski kras, sredozemski kras: Kot geografska oznaka pomeni kras v Sredozemlju in v njegovem obodu. Kot klimatogenetska oznaka pomeni kras, ki nastaja v pogojih sredozemske klime.",,,,,,pomeni|pomeni,kras|kras,,ki nastaja v pogojih sredozemske klime,,,,v Sredozemlju in v njegovem obodu,,,,,,,,ki nastaja v,,,,,,,,,v|v,,,,
subnivalni kras,C. Geome|C. Geome|C. Geome|C. Geome|D.1 Abiotic|C. Geome|C. Geome|C. Geome|D.1 Abiotic|B.2 Loss|D.1 Abiotic|D.1 Abiotic,subnivalni kras|subarktičnem pasu|nivalnim krasom|gozdnati pas|glacialnih dobah|nivalni kras|Kras|višinskem|sneg|skopni|poletje|pas,"subnivalni kras: Kras v višinskem ali subarktičnem pasu, kjer sneg kot očitni morfogenetski dejavnik skopni le čez poletje, tudi pas pod nivalnim krasom ali gozdnati pas, kjer je v glacialnih dobah nastal nivalni kras.",,,,,,,Kras,,kjer je v glacialnih dobah nastal nivalni kras|sneg kot očitni morfogenetski dejavnik,,,v višinskem ali subarktičnem pasu|pod nivalnim krasom,,,,,skopni le čez poletje,,,,morfogenetski dejavnik|kjer je,,,,,,pod,,,,,,,
subpolarni kras,D.3 Property|C. Geome|C. Geome|C. Geome,subpolarni ( subarktični ) klimi|subpolarni kras|subarktični kras|Kras,"subpolarni kras, subarktični kras: Kras, nastal v subpolarni (subarktični) klimi.",,,,,,,Kras,,nastal v subpolarni ( subarktični ) klimi,,,,,,,,,,,,nastal v,,,,,,,,,,,,,
subarktični kras,D.3 Property|C. Geome|C. Geome|C. Geome,subpolarni ( subarktični ) klimi|subpolarni kras|subarktični kras|Kras,"subpolarni kras, subarktični kras: Kras, nastal v subpolarni (subarktični) klimi.",,,,,,,Kras,,nastal v subpolarni ( subarktični ) klimi,,,,,,,,,,,,nastal v,,,,,,,,,,,,,
tropski kras,C. Geome|C. Geome|C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,tropski kras|tropski klimi|Kras|Kegelkarst|vzpetine|stogi|stolpi,"tropski kras: Kras, nastal v trajno ali sezonsko vlažni tropski klimi. V starejši literaturi sinonim za Kegelkarst. Značilne zanj so strme vzpetine (stogi, stolpi).",,,,"Značilne zanj so strme vzpetine ( stogi , stolpi )",,,Kras,,nastal v trajno ali sezonsko vlažni tropski klimi,,,,,,,,,Kegelkarst,,,nastal v,,Značilne,,,,,,,,,,,
goli kras,C. Geome|C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.2 Biotic|D.1 Abiotic|D.2 Biotic,goli kras|goli kras|Kras|površje|ozemlje|zelenja|ozemlje|zelenja,"goli kras:. Kras, katerega površje je po veliki večini kamnito. V rabi je tudi pojmovanje, da je goli kras ozemlje brez zelenja ali kamnito ozemlje brez zelenja.",,,katerega površje je po veliki večini kamnito,,ozemlje brez zelenja ali kamnito ozemlje brez zelenja,,kamnito ozemlje|Kras|ozemlje,,,,,,,,,,,,,,,,,,,,,,,,,,,
pokriti kras,C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,pokriti kras|Kras|površje|zemlja|preperelina,"pokriti kras: Kras, katerega površje po veliki večini pokriva zemlja oz. preperelina.",,,katerega površje po veliki večini pokriva zemlja oz . preperelina,,,,Kras,,,,,,,,,,,,,,,pokriva,,,,,,,,,,,,
polgoli kras,C. Geome|C. Geome|D.1 Abiotic|C. Geome|C. Geome|D.1 Abiotic|C. Geome,polgoli kras|polpokriti kras|kraške površine|pokritim krasom|Kras|gole|golim,"polgoli kras, polpokriti kras: Kras, kjer se prepletajo gole in pokrite kraške površine. Prehodna oblika med golim in pokritim krasom.",,,,se prepletajo gole in pokrite kraške površine,Prehodna oblika med golim in pokritim krasom,,Kras,,,,,,,,,,,,,,,,,,,,,,,,,,,
polpokriti kras,C. Geome|C. Geome|D.1 Abiotic|C. Geome|C. Geome|D.1 Abiotic|C. Geome,polgoli kras|polpokriti kras|kraške površine|pokritim krasom|Kras|gole|golim,"polgoli kras, polpokriti kras: Kras, kjer se prepletajo gole in pokrite kraške površine. Prehodna oblika med golim in pokritim krasom.",,,,se prepletajo gole in pokrite kraške površine,Prehodna oblika med golim in pokritim krasom,,Kras,,,,,,,,,,,,,,,,,,,,,,,,,,,
laštasti kras,C. Geome|C. Geome|C. Geome|A.1 Surface landform,laštasti kras|visokogorskega krasa|golega|lašti,"laštasti kras: Posebna oblika golega, običajno visokogorskega krasa, kjer so lašti (gl. lašt) značilne površinske oblike.",,,,kjer so lašti ( gl . lašt ) značilne površinske oblike,,Posebna oblika,krasa,,,,,,,,,,,,,,,,so|značilne,,,,,,,,,,,
čokati kras,C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic,čokati kras|Polpokriti kras|površje|kamni,"čokati kras: Polpokriti kras, kjer molijo na površje čokati kamni, visoki do enega metra in več.",,,,,,,Polpokriti kras,,,"kjer molijo na površje čokati kamni , visoki do enega metra in več",,,,,,,,,,,,,,,kjer molijo na površje,,,,,,,,,
kozavi kras,C. Geome|C. Geome|A.1 Surface landform,kozavi kras|Kras|vrtačami,"kozavi kras: Kras s tako gostimi vrtačami, da spominja na kožo človeka, ki je prebolel koze.",,,,s tako gostimi vrtačami,,,Kras,"da spominja na kožo človeka , ki je prebolel koze",,,,,,,,,,,,,,,,,,,,,,,,,,
poligonalni kras,C. Geome|A.1 Surface landform|C. Geome|C. Geome|B.1 Movement|A.1 Surface landform|D.1 Abiotic,poligonalni kras|kraške kotanje|tropskem krasu|Kras|zraščanjem|vrtač|prepok,"poligonalni kras: Kras, kjer so kraške kotanje, nastale z zraščanjem vrtač, iz zraka vidne kot poligonalna mreža. Pogojen je s “ parketnim ” razporedom tektonskih prepok. Pogost v tropskem krasu.",,,,,,,Kras,,Pogojen je s “ parketnim ” razporedom tektonskih prepok,"kjer so kraške kotanje , nastale z zraščanjem vrtač , iz zraka vidne kot poligonalna mreža",,Pogost v tropskem krasu,,,,,,,,,Pogojen je,,,,,,v,,,,,,,
Fluviokras,B.4 Transformation|A.1 Surface landform|A.1 Surface landform|A.1 Surface landform|D.3.1 Geolocation|C. Geome|C. Geome|D.1 Abiotic|B.2 Loss|B.2 Loss|B.2 Loss|C. Geome|A.1 Surface landform|C. Geome|A.1 Surface landform|D.1 Abiotic,fluvialni proces|kraških polj|kraška polja|suhe doline|Notranjskega podolja|Fluviokras|Kras|površje|erozija|denudacija|korozija|kras|podolijl|Kras|podolja|površja,"Fluviokras: Kras, katerega površje je izoblikoval fluvialni proces (erozija, denudacija), čeprav je bila korozija znatna, vendar ne odločilna za relief. kras kraških polj in podolijl. Kras, kjer so kraška polja in povezane suhe doline - podolja - poglavitne kraške značilnosti površja (npr. kras Notranjskega podolja).",,,,kjer so kraška polja in povezane suhe doline - podolja - poglavitne kraške značilnosti površja|kras kraških polj in podolijl,,,Kras,,"katerega površje je izoblikoval fluvialni proces ( erozija , denudacija )",,,,,,,,,kras Notranjskega podolja,,,je izoblikoval,,,,,,,,,,,,,
rebrasti kras,C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,rebrasti kras|Polgoli kras|površje|kamni|skladov,"rebrasti kras: Polgoli kras, kjer molijo na površje podolgovati kamni rebraste oblike do enega metra in več. Često so to cela odpornejših skladov.",,,cela odpornejših skladov,,,,Polgoli kras,,,kjer molijo na površje podolgovati kamni rebraste oblike do enega metra in več,,,,,,,,,,,,,,,molijo na površje,,,,,,,,,
stolpasti kras,C. Geome|C. Geome|D.1 Abiotic|D.1 Abiotic|D.1 Abiotic,stolpasti kras|tropskega krasa|vzpetinami|stolpom|piramidam,"stolpasti kras: Oblika tropskega krasa z značilnimi, do 100 in več metrov visokimi vzpetinami, podobnimi stolpom oziroma vitkim piramidam.",,,,"z značilnimi , do 100 in več metrov visokimi vzpetinami , podobnimi stolpom oziroma vitkim piramidam",,,Oblika tropskega krasa,,,,,,,,,,,,,,,,z značilnimi,,,,,,,,,,,
abri,D.1 Abiotic|A.1 Surface landform|D.2 Biotic|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,Skalni previs|abri|človek|Poljama|spodmol|previs,"abri: Skalni previs, ki ga je lahko izkoriščal človek za zavetje. Poljama, spodmol s širokim portalom. previs",,,,,,,previs,,,s širokim portalom,ki ga je lahko izkoriščal človek za zavetje,,,,,,,,,,,,,,,ga je lahko izkoriščal,,,,,,,,
Poljama,D.1 Abiotic|A.1 Surface landform|D.2 Biotic|A.1 Surface landform|A.1 Surface landform|D.1 Abiotic,Skalni previs|abri|človek|Poljama|spodmol|previs,"abri: Skalni previs, ki ga je lahko izkoriščal človek za zavetje. Poljama, spodmol s širokim portalom. previs",,,,,,,previs,,,s širokim portalom,ki ga je lahko izkoriščal človek za zavetje,,,,,,,,,,,,,,,ga je lahko izkoriščal,,,,,,,,
